Status,Life_expectancy ,Adult_Mortality,Alcohol,Total_expenditure,Hepatitis_B, BMI ,Income_composition_of_resources,Schooling,Population
Developing,76.6,84,1.18,3.1,97,65.1,0.83,13.7,
Developing,76.6,84,1.11,3.61,97,65,0.826,13.5,
Developing,76.5,85,1,4.14,93,64.7,0.815,12.8,
Developing,76.4,85,0.87,2.71,98,64.1,0.807,12.2,
Developing,76.3,87,0.76,2.56,93,63.3,0.809,12.6,
Developing,76.2,88,0.5,2.18,89,62.4,0.808,13,
Developing,82.3,64,,,98,31.7,,,
Developing,82,66,0.01,7.37,99,31.2,,,
Developing,81.7,68,9.33,7.2,99,3.8,,,
Developing,81.2,69,9.56,7.1,99,3.4,,,
Developing,81.1,72,9.34,6.83,99,3,,,
Developing,87,74,9.23,6.79,94,29.5,,,
Developing,86,75,8.97,6.66,94,29.1,,,
Developing,83,75,9.31,6.16,94,28.6,,,
Developing,79.8,77,9.05,5.99,91,28.2,,,
Developing,79.4,79,8.83,5.76,99,27.7,,,
Developing,78.7,84,9.03,5.33,99,27.2,,,
Developing,78.2,89,9.18,4.96,92,26.7,,,
Developing,77.6,95,9.66,4.93,91,26.2,,,
Developing,77.1,99,9.55,4.61,92,25.7,,,
Developing,76.7,17,11.45,4.76,89,25.2,,,
Developing,76,116,10.33,4.23,93,24.7,,,
Developing,72.1,157,,,88,53.4,,,
Developing,71.8,162,9.99,1.32,92,52.7,,,
Developing,71.7,163,10.49,1.5,91,52.1,,,
Developing,79,175,10.68,11.87,94,51.5,,,
Developing,77,177,9.45,1.61,96,5.9,,,
Developing,68.8,219,8.25,12.8,98,5.4,,,
Developing,69,218,8.45,12.49,89,49.9,,,
Developing,68.9,228,9.07,11.41,97,49.5,,,
Developing,68.3,237,9.66,1.88,95,49.1,,,
Developing,68,242,8.36,1.63,98,48.7,,,
Developing,67.3,248,10.78,9.15,99,48.3,,,
Developing,68,225,12.27,8.49,99,47.9,,,
Developing,67.6,226,8.15,8.24,99,47.6,,,
Developing,67.5,225,6.71,8.31,99,47.2,,,
Developing,67.6,228,10.98,7,94,46.8,,,
Developing,67.1,235,9.89,6.65,92,46.5,,,
Developed,75,133,,,9,6.7,0.798,14.7,19815481
Developed,74.8,135,0.01,5.57,94,59.9,0.797,14.7,1998979
Developed,74.6,138,9.59,5.6,96,59.2,0.794,14.7,19983693
Developed,74.4,138,9.58,5.48,96,58.4,0.797,15.3,25835
Developed,74.3,139,9.1,5.53,96,57.7,0.798,15.7,2147528
Developed,73.4,153,9,5.83,98,56.9,0.797,15.8,2246871
Developed,73.1,158,10.4,5.56,95,56.3,0.795,15.4,2367487
Developed,73.1,159,11.9,5.33,97,55.6,0.78,14.7,2537875
Developed,72.9,154,10.6,5.21,99,55,0.766,14.1,2882982
Developed,72.5,157,8.51,5.6,99,54.4,0.755,13.7,2119376
Developed,71.9,162,7.68,5.47,98,53.9,0.745,13.4,21319685
Developed,71.7,165,9.82,5.43,99,53.4,0.733,12.9,21451748
Developed,71.1,174,8.78,5.3,98,52.9,0.722,12.5,21574326
Developed,77,178,9.62,4.57,99,52.4,0.714,12,2173496
Developed,78,179,9.78,4.36,98,51.9,0.708,11.7,2213197
Developed,77,175,10.16,4.33,98,51.4,0.703,11.5,22442971
Developing,75,222,,,97,6.5,0.805,15,1449687
Developing,73,225,10.12,7.7,97,59.9,0.803,14.9,143819666
Developing,70,229,10.58,7.9,97,59.3,0.799,14.6,14356911
Developing,69.6,237,10.99,6.88,97,58.7,0.792,14.3,14321676
Developing,69.4,242,11.04,6.61,97,58.1,0.785,14,14296868
Developing,68.4,256,11.05,6.83,97,57.5,0.773,13.7,142849449
Developing,68.2,261,11.21,7.44,98,57,0.776,14,142785342
Developing,67.5,278,12.04,6.22,98,56.6,0.769,13.9,14274235
Developing,67.3,282,12.19,5.38,98,56.1,0.761,13.8,1428588
Developing,66.4,3,11.79,5.3,98,55.7,0.754,13.8,14349528
Developing,65,327,11.57,5.21,97,55.3,0.748,13.7,143518523
Developing,64.9,321,11.5,5.19,96,55,0.741,13.6,1446754
Developing,64.6,322,11.32,5.61,94,54.7,0.733,13.2,144648257
Developing,64.8,313,10.87,5.99,81,54.5,0.727,12.8,1453646
Developing,65.1,38,10.47,5.67,43,54.2,0.72,12.5,14597683
Developing,65,37,10.18,5.42,,54,0.709,12.1,146596557
Developing,66.1,227,,,98,21.4,0.493,10.8,11629553
Developing,65.7,23,0.01,7.53,98,2.8,0.488,10.8,11345357
Developing,65.2,233,0.01,7.69,98,2.1,0.485,10.8,1165151
Developing,64.6,239,0.01,7.68,98,19.5,0.475,10.5,1788853
Developing,63.8,247,8.34,7.71,97,18.9,0.464,10.2,151671
Developing,62.8,26,7.92,7.91,97,18.3,0.454,10,1246842
Developing,61,288,7.11,7.2,97,17.7,0.447,10.2,9977446
Developing,68,282,6.39,7.66,97,17.1,0.438,10.4,978169
Developing,59.6,295,6.78,8.49,97,16.5,0.424,10.1,944742
Developing,57.6,328,6.88,1.2,99,15.9,0.404,9.3,92658
Developing,55.3,37,7.01,6.83,95,15.4,0.388,8.8,8991735
Developing,53.4,397,6.75,6.24,89,14.9,0.371,8.2,8818438
Developing,52,48,6.66,6.34,96,14.5,0.359,7.6,868346
Developing,57,415,7.82,4.18,88,14.1,0.343,7.2,853625
Developing,48.6,438,5.72,4.38,,13.7,0.332,7.1,832946
Developing,48.3,426,7.13,4.22,,13.2,0.318,6.6,82573
Developing,,,8.54,6.14,97,5.2,0.749,13.4,
Developing,75.2,138,,,99,47.5,0.735,13.1,
Developing,75,139,9.97,6.72,99,46.7,0.723,13.1,
Developing,74.8,141,9.73,7.85,99,45.9,0.734,13.1,
Developing,74.7,142,9.99,8.35,98,45.2,0.735,13,
Developing,74.6,143,10.43,7.58,99,44.5,0.733,12.9,
Developing,74.2,147,10.87,8.1,97,43.8,0.724,12.8,
Developing,74.3,147,11.09,8.12,95,43,0.717,12.7,
Developing,74.1,149,12.09,7.43,96,42.2,0.71,12.6,
Developing,73.9,151,12.68,6.81,99,41.3,0.707,12.8,
Developing,73.5,155,13.45,6.37,85,4.4,0.694,12.4,
Developing,73.1,16,12.32,6.25,95,39.6,0.689,12.2,
Developing,72.6,166,11.93,6.2,91,39,0.686,12.3,
Developing,72.2,171,12.55,6.1,84,38.4,0.684,12.4,
Developing,72,174,11.85,6.33,14,37.9,0.681,12.5,
Developing,71.8,178,12.03,6.1,,37.3,0.684,12.6,
Developing,71.6,183,11.69,5.53,,36.8,0,12.8,
Developing,73.2,156,,,98,54.1,0.72,13.3,
Developing,73.1,157,7.01,8.63,98,53.1,0.72,13.3,
Developing,72.7,161,7.07,5.21,97,52.2,0.717,13.3,
Developing,72.8,159,6.93,8.48,96,51.2,0.713,13.3,
Developing,72.7,16,7.02,4.99,96,5.3,0.712,13.3,
Developing,72.5,162,7,4.71,99,49.3,0.711,13.3,
Developing,72.3,165,6.85,5.13,99,48.4,0.709,13.3,
Developing,72.1,167,6.92,4.7,99,47.5,0.704,13.3,
Developing,71.9,17,5.89,3.92,99,46.6,0.702,13.3,
Developing,71.7,173,5.93,3.88,99,45.7,0.695,13.3,
Developing,71.4,177,6.04,3.66,99,44.7,0.692,13.3,
Developing,71.2,181,5.42,3.72,99,43.8,0.689,13.2,
Developing,71,184,5.1,3.91,31,42.9,0.682,13,
Developing,79,186,4.94,3.93,,42,0.677,12.9,
Developing,79,186,4.73,3.64,,41,0.673,12.8,
Developing,79,186,4.8,3.73,,4.1,0,12.7,
Developing,74,125,,,59,74.7,0.702,12.9,193759
Developing,73.8,128,0.01,7.22,56,74.3,0.701,12.9,19229
Developing,73.6,131,0.01,6.91,6,73.8,0.7,12.9,19757
Developing,73.2,136,0.01,5.2,64,73.4,0.698,12.9,189194
Developing,73,139,2.15,5.8,58,72.9,0.693,12.9,187665
Developing,72.6,144,3.01,5.7,57,72.5,0.69,12.9,18625
Developing,76,172,2.88,5.4,44,72,0.691,12.9,184826
Developing,72.5,146,3.97,4.52,12,71.4,0.688,12.9,183526
Developing,72.2,149,3.85,5.25,46,7.9,0.682,12.9,182286
Developing,72,153,3.52,4.68,35,7.3,0.677,12.7,18194
Developing,71.6,16,3.63,4.47,41,69.7,0.671,12.6,179929
Developing,71.4,162,3.62,4.45,54,68.9,0.665,12.4,178781
Developing,79,169,4.17,4.71,83,68.2,0.659,12.3,177662
Developing,76,174,3.3,5.1,86,67.4,0.653,12.1,176582
Developing,75,175,3.43,5.16,89,66.5,0.645,12,175566
Developing,72,18,3,5.31,89,65.6,0.64,12.1,17461
Developing,,,0.01,6.5,69,,,15.1,
Developing,67.5,19,,,96,3.9,0.565,11.2,195553
Developing,67.3,191,0.01,8.35,95,3.1,0.562,11.1,191266
Developing,67.1,192,0.01,9.76,97,29.3,0.559,11,18745
Developing,66.9,194,0.01,8.6,96,28.5,0.553,10.8,182889
Developing,66.6,198,5.69,5.44,96,27.7,0.546,10.6,1788
Developing,66.2,24,5.58,5.24,98,26.9,0.542,10.6,174776
Developing,65.8,21,4.13,6.65,98,26.2,0.533,10.1,17813
Developing,65.4,215,4.36,5.66,99,25.4,0.531,10.4,166913
Developing,65.1,217,4.14,7.44,87,24.7,0.527,10.3,16311
Developing,64.7,22,5.46,7.84,75,24,0.521,10.2,159328
Developing,64.3,222,5.27,1.4,96,23.4,0.514,10,15563
Developing,63.8,224,5.78,9.94,7,22.8,0.509,9.8,151969
Developing,63.4,225,6.54,11.12,43,22.2,0.504,9.7,148372
Developing,63.1,226,5.8,1.21,,21.7,0.501,9.6,144889
Developing,62.8,225,5.02,1.28,,21.1,0.497,9.4,141622
Developing,62.6,224,5.07,8.86,,2.7,0.488,9.3,13866
Developing,74.5,88,,,98,68.2,0.845,16.1,
Developing,74.4,88,0.09,4.68,98,67.3,0.841,15.8,
Developing,74.3,89,0.09,4.25,98,66.4,0.83,15.2,
Developing,74.1,9,0.09,3.86,98,65.6,0.818,14.5,
Developing,73.9,92,0.09,3.57,98,64.7,0.804,13.9,
Developing,73.7,94,0.09,3.49,98,63.9,0.792,13.3,
Developing,73.4,97,0.09,4.9,98,63.1,0.787,13,
Developing,73.3,98,0.09,2.87,98,62.4,0.779,12.8,
Developing,73.2,99,0.1,3.49,96,61.6,0.773,12.7,
Developing,73.2,1,0.08,3.55,96,6.9,0.767,12.5,
Developing,73.1,11,0.05,3.42,97,6.2,0.761,12.4,
Developing,73.1,12,0.06,3.58,96,59.4,0.754,12.3,
Developing,73,13,0.05,4.2,95,58.5,0.747,12.2,
Developing,72.9,15,0.05,4.28,97,57.7,0.745,12.1,
Developing,72.8,17,0.05,4.49,95,56.9,0.742,12,
Developing,72.6,11,0.05,4.24,93,56.2,0.737,11.8,
Developing,66.7,188,,,89,24.3,0.491,9.5,14976994
Developing,66.4,192,0.26,4.66,89,23.8,0.483,9.1,14546111
Developing,66,196,0.26,4.51,92,23.2,0.474,8.7,141232
Developing,65.6,2,0.28,4.31,91,22.7,0.463,8.3,1373513
Developing,64.9,26,0.32,4.42,92,22.2,0.455,7.9,13391
Developing,64.3,212,0.28,4.62,89,21.7,0.449,7.7,12916229
Developing,63.5,219,0.3,4.81,86,21.2,0.444,7.5,1255917
Developing,62.8,225,0.28,4.94,88,2.8,0.435,7.1,1223957
Developing,62.1,23,0.32,4.72,94,2.3,0.425,6.8,11873557
Developing,61.3,236,0.34,5.44,89,19.9,0.422,6.6,11556763
Developing,65,242,0.33,5.35,84,19.5,0.415,6.4,11251266
Developing,59.7,247,0.35,5.68,54,19.1,0.408,6.2,1955944
Developing,59,251,0.33,5.4,,18.7,0.401,5.9,16799
Developing,58.4,252,0.36,5.6,,18.3,0.397,5.7,1396861
Developing,57.9,251,0.34,4.98,,17.9,0.381,5.4,1134497
Developing,57.5,25,0.29,4.63,,17.5,0.378,5.2,988452
Developing,75.6,121,,,94,6,0.775,14.4,795383
Developing,75.4,123,9.09,1.37,92,59.4,0.771,14.3,713576
Developing,75.3,122,9.16,1.12,91,58.9,0.766,14.1,7164132
Developing,74.9,126,9.38,9.89,97,58.3,0.767,14,719977
Developing,74.6,127,9.56,9.72,94,57.7,0.757,13.5,723499
Developing,74.4,128,9.65,1.9,89,57,0.755,13.6,7291436
Developing,74.1,131,9.85,9.9,93,56.4,0.754,13.6,73287
Developing,74,132,9.54,1.5,93,55.8,0.749,13.5,735222
Developing,73.8,132,9.3,1.2,99,55.1,0.743,13.5,7381579
Developing,73.6,133,8.58,8.99,93,54.5,0.739,13.4,7411569
Developing,73,135,9.6,8.7,65,53.9,0.73,13.2,744769
Developing,73,134,7.42,8.24,89,53.3,0.72,13.1,7463157
Developing,73,134,7.25,8.13,,52.8,0.715,13,748591
Developing,72.9,133,6.95,8.9,,52.2,0.715,13.2,7496522
Developing,73.1,135,7.53,6.89,,51.7,0.709,13.1,753433
Developing,72.6,141,7.38,6.53,,51.2,0.702,13,7516346
Developing,73.2,168,,,98,37.4,0.781,14.1,93419
Developing,73,17,0.01,3.37,99,36.2,0.766,13.2,91359
Developing,72.9,172,0.01,3.58,99,35.5,0.762,13.5,89949
Developing,72.7,174,0.01,4.8,99,34.8,0.755,13.5,8833
Developing,72.6,177,9.72,3.38,99,34.2,0.744,13.3,87441
Developing,72.4,18,6.51,3.59,99,33.5,0.74,13.2,8977
Developing,72.3,182,4.94,2.64,99,32.4,0.739,13.2,87298
Developing,72.2,184,6.33,2.64,99,31.8,0.739,13.2,86956
Developing,72.2,185,8.12,3.3,99,31.2,0.733,13.1,8533
Developing,72.2,185,8.12,3.73,99,3.7,0.728,13.1,846
Developing,72.2,185,7.82,3.91,99,3.1,0.712,12.1,82858
Developing,72.1,186,7.91,4.17,99,29.2,0.715,12.3,82475
Developing,72.1,185,7.41,4.64,99,28.7,0.713,12.1,82781
Developing,72.1,186,11.15,4.21,99,28.1,0.712,12.1,83723
Developing,72,187,6.72,4.45,96,27.6,0.714,12.2,8122
Developing,71.8,188,8.24,4.62,98,27.1,0,12.3,81131
Developing,51,413,,,86,24.4,0.431,9.5,723725
Developing,48.1,463,0.01,11.9,83,23.8,0.426,9.5,779162
Developing,54,47,0.01,11.59,92,23.3,0.413,9.3,692279
Developing,49.7,411,0.01,11.24,91,22.7,0.401,9.1,676613
Developing,48.9,418,3.78,11.98,89,22.2,0.392,8.9,6611692
Developing,48.1,424,3.84,1.32,86,21.7,0.384,8.7,645872
Developing,47.1,433,3.97,13.13,84,21.2,0.375,8.5,63126
Developing,46.2,441,3.91,1.29,77,2.7,0.367,8.3,6165372
Developing,45.3,45,3.86,1.12,63,2.2,0.357,8.2,615417
Developing,44.3,464,3.8,1.68,,19.7,0.348,8,5848692
Developing,43.3,48,3.83,12.25,,19.2,0.341,7.8,5658379
Developing,42.3,496,3.99,11.66,,18.8,0.332,7.6,5439695
Developing,41.5,57,4.07,11.69,,18.4,0.322,7.4,5199549
Developing,48,513,4.06,11.96,,17.9,0.306,7.2,4957216
Developing,41,519,4.21,11.83,,17.5,0.302,7,4739147
Developing,39,533,3.97,13.63,,17.2,0.292,6.7,4564297
Developed,83.1,55,1.79,,96,33.2,0.924,15.4,
Developed,82.9,56,1.83,4.92,96,32.9,0.922,15.4,
Developed,82.7,57,1.83,4.53,97,32.7,0.92,15.4,
Developed,82.5,59,1.89,4.22,97,32.4,0.917,15.4,
Developed,82.2,6,1.8,3.93,96,32.1,0.911,15.2,
Developed,82,61,1.84,3.96,96,31.8,0.889,14.5,
Developed,81.7,62,1.73,4.27,96,31.5,0.887,14.4,
Developed,81.4,64,1.7,3.91,97,31.2,0.88,14.2,
Developed,81.1,65,1.6,3.46,96,3.9,0.873,14.1,
Developed,87,66,1.55,3.66,95,3.5,0.839,13.9,
Developed,82,69,1.49,3.74,96,3.2,0.821,12.6,
Developed,79.7,71,1.45,3.17,94,29.9,0.82,12.7,
Developed,79.3,73,1.43,3.63,95,29.6,0.819,12.7,
Developed,79,74,2.16,2.84,95,29.2,0.818,12.6,
Developed,78.7,76,2.08,2.37,95,28.9,0.82,12.7,
Developed,78.3,78,2.03,2.71,97,28.5,0.81,12.5,
Developed,76.7,19,,,96,59.1,0.842,15,
Developed,76.4,113,10.6,8.5,97,58.4,0.841,15.1,
Developed,76.1,114,9.89,8,98,57.8,0.838,15,
Developed,75.8,118,10.12,8.15,99,57.2,0.835,15,
Developed,75.6,122,10.24,7.96,99,56.5,0.829,15,
Developed,75.1,124,10.13,8.51,99,55.9,0.822,15,
Developed,75,131,10.63,9.15,99,55.3,0.82,14.9,
Developed,74.7,136,11.37,8.2,99,54.8,0.813,14.8,
Developed,74.4,14,10.58,7.76,99,54.2,0.802,14.5,
Developed,74.3,138,10.28,7.35,99,53.7,0.793,14.3,
Developed,74,141,10.81,7.4,99,53.1,0.784,14,
Developed,74.1,138,10.03,7.21,99,52.6,0.776,13.8,
Developed,73.8,144,9.85,5.82,99,52.1,0.771,13.6,
Developed,73.7,145,10.78,5.63,99,51.6,0.763,13.3,
Developed,73.3,145,10.73,5.5,99,51.1,0.763,13.3,
Developed,73,147,11.06,5.5,98,5.7,0.761,13,
Developed,88,74,,,,6.1,0.888,17.3,263531
Developed,87,76,10.46,9.23,,59.5,0.888,17.6,26198
Developed,85,78,9.53,9.29,,58.9,0.878,16.8,259953
Developed,82,81,10.95,9.37,,58.2,0.877,16.8,257159
Developed,79.8,84,10.61,9.8,,57.6,0.876,17,252843
Developed,79.5,87,10.32,9.7,,57,0.872,16.9,248583
Developed,79.1,9,10.52,9.38,,56.4,0.873,16.9,239669
Developed,78.9,96,10.94,8.47,,55.8,0.869,16.9,221316
Developed,78.3,12,11.02,7.98,,55.2,0.865,16.8,218122
Developed,78.1,17,12.26,8.42,,54.7,0.858,16.7,26868
Developed,77.5,14,11.14,8.5,,54.1,0.853,16.3,2474
Developed,77.2,113,10,8.47,,53.5,0.85,16.6,199712
Developed,76.5,119,11.58,8.77,,52.9,0.843,16.1,1995733
Developed,76.6,117,9.29,8.62,,52.3,0.835,15.6,199453
Developed,76.2,124,10.8,8.57,,51.8,0.824,14.7,19926
Developed,76,122,11.9,8.26,,51.2,0.818,14.6,1988925
Developing,69.2,177,,,98,5.5,0.514,9.6,587482
Developing,68.8,183,0.01,5.5,88,49.7,0.512,9.6,57554
Developing,68.8,182,0.01,5.42,94,48.9,0.509,9.5,563513
Developing,68.7,184,0.01,5.48,99,48.1,0.505,9.4,551531
Developing,68.5,186,0.99,5.8,99,47.2,0.497,9.4,539614
Developing,68.3,188,1.1,7.47,9,46.4,0.492,9.3,52779
Developing,68.1,192,1.21,7.92,92,45.5,0.494,9.3,51679
Developing,68,193,1.09,5.97,89,44.7,0.489,9.2,54477
Developing,67.6,2,0.85,6.42,9,43.8,0.482,9,49294
Developing,67.6,2,0.99,6.66,99,43,0.47,8.4,481422
Developing,67.4,24,0.9,7.83,83,42.1,0.465,8.3,469885
Developing,67.1,29,1.18,5.64,81,41.3,0.459,8.1,458324
Developing,66.8,215,1.18,6,79,4.4,0.453,8,446769
Developing,66.5,22,1.08,6.9,75,39.6,0.446,7.3,435262
Developing,66.2,227,0.7,6.44,83,38.7,0.442,6.6,423853
Developing,65.8,235,0.71,4.56,81,37.9,0.455,7.2,41269
Developing,55,312,,,42,24.3,,,
Developing,54.3,321,0.01,,42,23.8,,,
Developing,54.2,318,0.01,,42,23.3,,,
Developing,53.1,336,0.01,,,22.9,,,
Developing,53.1,329,0.01,,,22.4,,,
Developing,52.4,336,0.01,,,22,,,
Developing,52.2,335,0.01,,,21.5,,,
Developing,51.9,336,0.01,,,21.1,,,
Developing,51.5,34,0.01,,,2.7,,,
Developing,51.5,337,0.01,,,2.2,,,
Developing,51.6,334,0.01,,,19.8,,,
Developing,51.2,341,0.01,,,19.4,,,
Developing,51.1,344,0.01,,,19,,,
Developing,58,348,0.01,,,18.6,,,
Developing,57,352,0.01,,,18.2,,,
Developing,55,355,0.01,,,17.8,,,
Developing,62.9,328,,,75,51.1,0.665,13,5511976.68
Developing,62,347,7.38,8.8,8,5.3,0.66,13,54146734.74
Developing,69,371,7.34,8.78,7,49.5,0.652,12.8,53311955.61
Developing,59.2,48,7.38,8.79,68,48.7,0.644,12.8,5256515.8
Developing,58.9,413,7.38,8.61,76,47.9,0.638,12.8,51729345.36
Developing,58,428,7.28,8.5,71,47.2,0.63,12.8,5979432.36
Developing,56.5,449,7.6,8.39,74,46.4,0.622,12.8,5255813.11
Developing,55.3,473,8.19,7.75,76,45.7,0.616,12.9,49557573.3
Developing,54.5,486,8.48,7.53,83,45,0.612,12.9,48883844.99
Developing,54,496,8.5,7.57,83,44.3,0.609,12.9,4823384.48
Developing,53.8,498,8.69,7.77,79,43.6,0.609,12.9,476667.24
Developing,53.7,497,6.96,7.93,76,42.9,0.611,12.9,4717.99
Developing,54,485,6.93,8.26,71,42.2,0.613,12.9,46418193.9
Developing,54.9,459,7.04,8.9,72,41.6,0.62,12.9,45855482.88
Developing,56,429,7.38,8.31,72,4.9,0.629,13,45312937
Developing,57.3,397,7.3,8.7,73,4.1,0.635,13,44896856
Developing,57.3,332,,,31,,0.421,4.9,11882136
Developing,56.6,343,,2.74,,,0.421,4.9,1153971
Developing,56.4,345,,2.62,,,0.417,4.9,1117749
Developing,56,347,,2.77,,,0.419,4.9,1818258
Developing,55.4,355,,,,,0.429,4.9,1448857
Developing,55,359,,,,,0,0,167192
Developing,54.3,369,,,,,0,0,967667
Developing,53.6,377,,,,,0,0,9263136
Developing,53.1,381,,,,,0,0,88568
Developing,52.5,383,,,,,0,0,8468152
Developing,51.9,383,,,,,0,0,818877
Developing,51.4,383,,,,,0,0,7787655
Developing,58,383,,,,,0,0,751642
Developing,52,382,,,,,0,0,7237276
Developing,49.6,381,,,,,0,0,6974442
Developing,48.9,38,,,,,0,0,67656
Developed,82.8,56,,,97,66.6,0.882,17.7,46447697
Developed,82.6,58,0.01,9.3,96,66,0.877,17.6,4648882
Developed,82.4,6,9.25,9.1,95,65.4,0.874,17.5,466245
Developed,82,61,9.35,9.39,96,64.8,0.871,17.2,4677355
Developed,82.1,63,9.62,9.48,97,64.1,0.867,16.9,46742697
Developed,81.9,64,9.78,9.56,97,63.5,0.86,16.4,46576897
Developed,81.6,66,9.99,9.52,96,62.9,0.858,16.3,46362946
Developed,81.3,7,10.24,8.8,97,62.3,0.854,16.1,4595416
Developed,89,72,11.05,8.36,96,61.7,0.849,16,4522683
Developed,88,73,11.86,8.23,97,61.1,0.844,15.9,44397319
Developed,81,77,11.92,8.12,96,6.5,0.837,15.8,43653155
Developed,81,79,11.96,8.5,97,59.9,0.833,15.6,42921895
Developed,79.4,83,12.09,7.99,81,59.3,0.83,15.6,42187645
Developed,79.5,83,12.26,7.25,82,58.8,0.828,15.7,41431558
Developed,79.4,84,9.86,7.24,83,58.2,0.825,15.7,485412
Developed,79.1,86,11.12,7.21,77,57.6,0.82,15.7,4567864
Developing,74.9,138,,,99,23.4,0.764,14,2966
Developing,74.7,141,2.37,3.5,99,22.7,0.76,14,2771
Developing,74.6,142,2.56,3.68,99,21.9,0.757,13.8,2585
Developing,74.5,143,2.8,3.21,99,21.2,0.752,13.7,2425
Developing,74.5,141,3.03,3.28,99,2.5,0.746,13.6,2271
Developing,74.5,138,2.31,3.43,99,19.8,0.739,13.5,2119
Developing,71.8,183,2.05,3.37,97,19.2,0.735,13.4,19968
Developing,72.3,172,2.1,3.44,98,18.5,0.731,13.3,19817
Developing,73.7,146,2.29,3.76,98,17.9,0.725,13.2,19668
Developing,73.8,145,1.96,4.6,98,17.2,0.718,13.1,1952
Developing,74.2,138,1.97,4.6,99,16.6,0.712,12.9,19373
Developing,69.1,197,1.56,4.28,62,16.1,0.705,12.8,19228
Developing,73.9,146,1.69,3.95,32,15.6,0.697,12.7,1983
Developing,73.7,149,1.62,3.89,,15.1,0.699,12.6,18939
Developing,72.7,16,1.68,3.81,,14.6,0.686,12.5,18797
Developing,71.5,175,1.45,3.77,,14.1,0.677,12.4,18655
Developing,64.1,225,,,93,,0.488,7.2,3864783
Developing,63.8,229,0.01,8.43,94,,0.485,7.2,37737913
Developing,63.5,232,0.01,8.42,93,,0.478,7,36849918
Developing,63.2,235,0.01,8.2,92,,0.468,6.8,3599192
Developing,62.7,241,2.12,8.3,93,,0.463,7,35167314
Developing,62.5,243,1.77,7.97,75,,0.461,7,34385963
Developing,62,248,1.99,8.4,72,,0.456,6.8,3365619
Developing,61.8,251,2.01,8.17,78,,0.444,6.3,32955496
Developing,61.4,254,2.01,4.72,78,,0.44,6.4,32282526
Developing,61,26,1.9,3.93,6,,0.43,6.2,316764
Developing,67,261,1.55,3.18,22,,0.423,6.1,3911914
Developing,59.7,278,1.59,3.39,,,0.415,5.7,3186341
Developing,59.6,278,1.74,3.18,,,0.409,5.6,29435944
Developing,59.4,277,1.59,2.95,,,0.403,5.6,28679565
Developing,58.9,283,1.81,2.96,,,0.399,5.6,279455
Developing,58.6,284,1.76,3.23,,,0.394,5.5,2725535
Developing,71.6,176,,,89,58.3,0.723,12.7,55328
Developing,71.4,178,6.32,5.69,85,57.7,0.722,12.7,547928
Developing,71.2,179,6.02,5.96,86,57,0.719,12.7,54254
Developing,71.3,178,5.73,6.9,84,56.3,0.708,12.7,53777
Developing,76,187,5.64,5.93,86,55.5,0.704,12.5,531589
Developing,73,19,5.26,5.81,86,54.8,0.7,12.3,52613
Developing,70,196,5.13,6.14,87,54.1,0.696,12.1,52619
Developing,69.8,196,4.94,5.92,84,53.3,0.691,11.9,515148
Developing,69.5,22,4.72,5.92,84,52.6,0.684,11.7,5975
Developing,69.3,199,4.52,6.22,84,51.8,0.678,11.5,5437
Developing,68.9,25,4.47,6.78,83,51.1,0.672,11.3,498946
Developing,68.3,214,4.55,6.88,,5.4,0,11.1,49363
Developing,68,223,4.53,6.62,,49.7,0,10.9,488332
Developing,67.9,221,4.41,7.14,,49,0,11,48344
Developing,67.7,219,4.23,8.38,,48.3,0,11,47774
Developing,67.4,224,4.29,9.65,,47.6,0,11.1,47239
Developing,58.9,373,,,9,32.3,0.541,11.4,131911
Developing,58.4,382,0.01,9.25,98,31.8,0.541,11.4,129597
Developing,57.6,393,0.01,9.66,98,31.2,0.539,11.4,1271456
Developing,56.5,412,0.01,8.76,95,3.7,0.534,11.3,1248158
Developing,55,438,5.2,8.61,91,3.2,0.526,11.2,1225258
Developing,53.6,459,4.93,8.47,89,29.7,0.523,11,122843
Developing,52.6,46,4.9,8.46,88,29.3,0.519,10.8,118675
Developing,51.4,477,4.87,8.19,9,28.9,0.514,10.6,1158897
Developing,50,51,5.55,7.5,92,28.5,0.508,10.5,1138434
Developing,47.8,564,5.53,6.81,93,28.2,0.502,9.9,112514
Developing,46,63,5.08,6.8,95,27.8,0.495,9.7,115873
Developing,45.6,69,5.78,5.88,93,27.4,0.492,9.4,19553
Developing,45.9,6,5.65,5.71,9,27.1,0.493,9.1,187392
Developing,46.4,587,5.52,5.16,88,26.7,0.502,9.2,1893
Developing,47.1,568,6.72,5.11,86,26.3,0.506,9.3,172927
Developing,48.4,536,7.19,5.26,83,25.9,0.516,9.4,161468
Developed,82.4,53,,,67,59.5,0.909,15.9,9799186
Developed,82.3,54,7.3,11.93,67,59,0.906,15.8,969611
Developed,81.9,57,7.3,11.97,67,58.5,0.904,15.8,96379
Developed,81.7,57,7.4,11.8,53,58.1,0.903,15.8,9519374
Developed,81.7,58,7.4,11.7,42,57.7,0.901,16,9449213
Developed,81.5,58,7.2,9.47,,57.3,0.895,15.8,9378126
Developed,81.4,62,7.3,9.94,,56.9,0.898,15.8,9298515
Developed,81.1,62,6.9,9.23,,56.5,0.897,15.7,9219637
Developed,89,63,6.9,8.92,,56.1,0.895,15.8,914892
Developed,88,64,6.5,8.95,,55.7,0.892,15.9,9855
